name,last_season,country_of_birth,date_of_birth,position,foot,height_in_cm,contract_expiration_date,market_value_in_eur,highest_market_value_in_eur
Owen Goodman,2022,England,2003-11-27 00:00:00,Goalkeeper,left,193.0,,150000.0,150000.0
Albin Demouchy,2023,France,2002-05-31 00:00:00,Defender,right,186.0,,50000.0,100000.0
Kofi Amoako,2023,Germany,2005-05-06 00:00:00,Midfield,,186.0,2025-06-30 00:00:00,400000.0,400000.0
Martin Adeline,2022,France,2003-12-02 00:00:00,Midfield,right,180.0,2026-06-30 00:00:00,800000.0,800000.0
Jordy Makengo,2024,France,2001-08-03 00:00:00,Defender,left,191.0,,3500000.0,3500000.0
Nathan Gassama,2023,France,2001-01-05 00:00:00,Defender,left,192.0,2028-06-30 00:00:00,350000.0,500000.0
Lenny Joseph,2021,France,2000-10-12 00:00:00,Attack,right,183.0,2024-06-30 00:00:00,500000.0,500000.0
Matheus Dias,2024,Brazil,2002-05-09 00:00:00,Midfield,right,187.0,2025-06-30 00:00:00,2000000.0,2000000.0
Hugo Lamy,2022,France,2004-01-16 00:00:00,Defender,right,175.0,2025-06-30 00:00:00,250000.0,250000.0
Rijad Smajic,2022,Germany,2004-05-02 00:00:00,Defender,,190.0,2025-06-30 00:00:00,150000.0,200000.0
Can Uzun,2024,Germany,2005-11-11 00:00:00,Midfield,right,186.0,2029-06-30 00:00:00,12000000.0,12000000.0
Mamady Bangré,2023,France,2001-06-15 00:00:00,Attack,left,171.0,2027-06-30 00:00:00,800000.0,1000000.0
Geovani,2024,Brazil,2001-05-15 00:00:00,Attack,left,177.0,2026-06-30 00:00:00,300000.0,300000.0
Magrão,2023,Brazil,2000-05-15 00:00:00,Goalkeeper,right,197.0,2026-12-31 00:00:00,300000.0,300000.0
Tommi O'Reilly,2023,England,2003-12-15 00:00:00,Midfield,left,170.0,2025-05-31 00:00:00,200000.0,200000.0
Otávio,2024,Brazil,2002-04-21 00:00:00,Defender,left,188.0,2028-06-30 00:00:00,13000000.0,13000000.0
Luan Campos,2024,Brazil,2002-03-19 00:00:00,Attack,right,178.0,2025-06-30 00:00:00,300000.0,500000.0
José Salinas,2020,Spain,2000-09-30 00:00:00,Defender,left,178.0,2023-06-30 00:00:00,1000000.0,1000000.0
Dzenan Pejcinovic,2023,Germany,2005-02-15 00:00:00,Attack,left,188.0,2025-06-30 00:00:00,1000000.0,1000000.0
Florian Danho,2024,France,2000-06-21 00:00:00,Attack,right,188.0,2028-06-30 00:00:00,500000.0,500000.0
Mamadou Tounkara,2023,France,2001-12-14 00:00:00,Defender,right,192.0,,400000.0,800000.0
Check Keita,2024,France,2003-04-02 00:00:00,Defender,right,185.0,2027-06-30 00:00:00,1500000.0,1500000.0
Emre Uzun,2024,Germany,2005-06-20 00:00:00,Attack,left,179.0,2025-06-30 00:00:00,900000.0,900000.0
Damion Downs,2023,Germany,2004-07-06 00:00:00,Attack,right,192.0,2026-06-30 00:00:00,2000000.0,2000000.0
Pascal Klemens,2022,Germany,2005-02-23 00:00:00,Defender,,186.0,2026-06-30 00:00:00,300000.0,300000.0
Kobbie Mainoo,2024,England,2005-04-19 00:00:00,Midfield,right,180.0,2027-06-30 00:00:00,55000000.0,55000000.0
Mohamed Brahimi,2024,France,1998-09-17 00:00:00,Attack,right,181.0,2027-06-30 00:00:00,700000.0,700000.0
Derry Scherhant,2022,Germany,2002-11-10 00:00:00,Attack,right,185.0,2025-06-30 00:00:00,700000.0,700000.0
Yacouba Barry,2022,France,2002-11-25 00:00:00,Defender,,188.0,,600000.0,600000.0
Alfie Pond,2023,England,2004-03-01 00:00:00,Defender,right,191.0,2027-06-30 00:00:00,250000.0,250000.0
Pablo Sáenz,2023,Spain,2001-05-22 00:00:00,Attack,left,175.0,2025-06-30 00:00:00,150000.0,150000.0
Yannis M'Bemba,2023,France,2001-07-01 00:00:00,Defender,left,194.0,2026-06-30 00:00:00,100000.0,200000.0
Omar El Hilali,2024,Spain,2003-09-12 00:00:00,Defender,right,183.0,2027-06-30 00:00:00,2000000.0,2000000.0
Tim Drexler,2024,Germany,2005-03-06 00:00:00,Defender,right,186.0,2028-06-30 00:00:00,2500000.0,2500000.0
Tom Bischof,2024,Germany,2005-06-28 00:00:00,Midfield,left,176.0,2025-06-30 00:00:00,3500000.0,3500000.0
Javi Gasca,2020,Spain,2000-02-24 00:00:00,Goalkeeper,,,,25000.0,25000.0
Ronnie Stutter,2023,England,2005-01-06 00:00:00,Attack,,,2026-06-30 00:00:00,200000.0,200000.0
Leon Opitz,2024,Germany,2005-04-11 00:00:00,Midfield,left,183.0,,600000.0,600000.0
Ilyes Housni,2024,France,2005-05-14 00:00:00,Attack,right,172.0,2025-06-30 00:00:00,2800000.0,3500000.0
Romaric Etonde,2023,France,2005-04-30 00:00:00,Attack,right,,2026-06-30 00:00:00,400000.0,400000.0
Luka Janes,2024,Germany,2004-01-19 00:00:00,Midfield,right,183.0,2025-06-30 00:00:00,200000.0,200000.0
Samuele Di Benedetto,2023,Germany,2005-07-16 00:00:00,Midfield,left,175.0,2026-06-30 00:00:00,450000.0,450000.0
Arnau Martínez,2024,Spain,2003-04-25 00:00:00,Defender,right,182.0,2027-06-30 00:00:00,10000000.0,15000000.0
Max Merrick,2023,England,2005-11-10 00:00:00,Goalkeeper,,,2025-06-30 00:00:00,100000.0,100000.0
Mathyas Randriamamy,2020,France,2003-04-23 00:00:00,Goalkeeper,right,186.0,2023-06-30 00:00:00,150000.0,150000.0
Ange-Yoan Bonny,2024,France,2003-10-25 00:00:00,Attack,right,189.0,2027-06-30 00:00:00,8000000.0,8000000.0
Adam Mabrouk,2023,France,2003-04-03 00:00:00,Midfield,,181.0,2024-06-30 00:00:00,,
Lilian Raolisoa,2024,France,2000-06-16 00:00:00,Defender,right,178.0,2026-06-30 00:00:00,800000.0,800000.0
Mathis Oger,2023,France,2003-05-02 00:00:00,Midfield,left,182.0,2026-06-30 00:00:00,,
Lohann Doucet,2022,France,2002-09-14 00:00:00,Midfield,right,180.0,2025-06-30 00:00:00,700000.0,800000.0
Marvin Senaya,2024,France,2001-01-28 00:00:00,Defender,right,181.0,2027-06-30 00:00:00,2000000.0,2000000.0
Noé Sommer,2020,France,2001-06-07 00:00:00,Midfield,right,177.0,,150000.0,150000.0
Iago Siqueira,2024,Brazil,2000-03-14 00:00:00,Midfield,right,182.0,2026-06-30 00:00:00,400000.0,400000.0
